"County","FIPS","Year","Race/Ethnicity","Measure Type","Variable","Value"
"Tolland County","09013","2005-2009","White Alone Not Hispanic or Latino","Number","Per Capita Income",33713
"Tolland County","09013","2005-2009","White Alone Not Hispanic or Latino","Number","Margins of Error",644
"Tolland County","09013","2006-2010","All","Number","Per Capita Income",33108
"Tolland County","09013","2006-2010","All","Number","Margins of Error",606
"Tolland County","09013","2006-2010","American Indian and Alaska Native Alone","Number","Per Capita Income",21843
"Tolland County","09013","2006-2010","American Indian and Alaska Native Alone","Number","Margins of Error",6727
"Tolland County","09013","2006-2010","Asian Alone","Number","Per Capita Income",25393
"Tolland County","09013","2006-2010","Asian Alone","Number","Margins of Error",3816
"Tolland County","09013","2006-2010","Black or African American Alone","Number","Per Capita Income",19344
"Tolland County","09013","2006-2010","Black or African American Alone","Number","Margins of Error",2632
"Tolland County","09013","2006-2010","Hispanic or Latino","Number","Per Capita Income",17823
"Tolland County","09013","2006-2010","Hispanic or Latino","Number","Margins of Error",2775
"Tolland County","09013","2006-2010","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Tolland County","09013","2006-2010","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Tolland County","09013","2006-2010","Some Other Race Alone","Number","Per Capita Income",14342
"Tolland County","09013","2006-2010","Some Other Race Alone","Number","Margins of Error",4162
"Tolland County","09013","2006-2010","Two or More Races","Number","Per Capita Income",16757
"Tolland County","09013","2006-2010","Two or More Races","Number","Margins of Error",3663
"Tolland County","09013","2006-2010","White Alone","Number","Per Capita Income",34582
"Tolland County","09013","2006-2010","White Alone","Number","Margins of Error",677
"Tolland County","09013","2006-2010","White Alone Not Hispanic or Latino","Number","Per Capita Income",34832
"Tolland County","09013","2006-2010","White Alone Not Hispanic or Latino","Number","Margins of Error",669
"Tolland County","09013","2007-2011","All","Number","Per Capita Income",33929
"Tolland County","09013","2007-2011","All","Number","Margins of Error",719
"Tolland County","09013","2007-2011","American Indian and Alaska Native Alone","Number","Per Capita Income",26532
"Tolland County","09013","2007-2011","American Indian and Alaska Native Alone","Number","Margins of Error",9755
"Tolland County","09013","2007-2011","Asian Alone","Number","Per Capita Income",22307
"Tolland County","09013","2007-2011","Asian Alone","Number","Margins of Error",4448
"Tolland County","09013","2007-2011","Black or African American Alone","Number","Per Capita Income",18452
"Tolland County","09013","2007-2011","Black or African American Alone","Number","Margins of Error",4097
"Tolland County","09013","2007-2011","Hispanic or Latino","Number","Per Capita Income",19963
"Tolland County","09013","2007-2011","Hispanic or Latino","Number","Margins of Error",3515
"Tolland County","09013","2007-2011","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",24142
"Tolland County","09013","2007-2011","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",21893
"Tolland County","09013","2007-2011","Some Other Race Alone","Number","Per Capita Income",12936
"Tolland County","09013","2007-2011","Some Other Race Alone","Number","Margins of Error",3681
"Tolland County","09013","2007-2011","Two or More Races","Number","Per Capita Income",20366
"Tolland County","09013","2007-2011","Two or More Races","Number","Margins of Error",4725
"Tolland County","09013","2007-2011","White Alone","Number","Per Capita Income",35483
"Tolland County","09013","2007-2011","White Alone","Number","Margins of Error",721
"Tolland County","09013","2007-2011","White Alone Not Hispanic or Latino","Number","Per Capita Income",35787
"Tolland County","09013","2007-2011","White Alone Not Hispanic or Latino","Number","Margins of Error",722
"Tolland County","09013","2008-2012","All","Number","Per Capita Income",34468
"Tolland County","09013","2008-2012","All","Number","Margins of Error",667
"Tolland County","09013","2008-2012","American Indian and Alaska Native Alone","Number","Per Capita Income",17992
"Tolland County","09013","2008-2012","American Indian and Alaska Native Alone","Number","Margins of Error",7550
"Tolland County","09013","2008-2012","Asian Alone","Number","Per Capita Income",24625
"Tolland County","09013","2008-2012","Asian Alone","Number","Margins of Error",3899
"Tolland County","09013","2008-2012","Black or African American Alone","Number","Per Capita Income",21352
"Tolland County","09013","2008-2012","Black or African American Alone","Number","Margins of Error",4209
"Tolland County","09013","2008-2012","Hispanic or Latino","Number","Per Capita Income",18931
"Tolland County","09013","2008-2012","Hispanic or Latino","Number","Margins of Error",3145
"Tolland County","09013","2008-2012","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Tolland County","09013","2008-2012","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Tolland County","09013","2008-2012","Some Other Race Alone","Number","Per Capita Income",14393
"Tolland County","09013","2008-2012","Some Other Race Alone","Number","Margins of Error",4356
"Tolland County","09013","2008-2012","Two or More Races","Number","Per Capita Income",21838
"Tolland County","09013","2008-2012","Two or More Races","Number","Margins of Error",5118
"Tolland County","09013","2008-2012","White Alone","Number","Per Capita Income",35886
"Tolland County","09013","2008-2012","White Alone","Number","Margins of Error",717
"Tolland County","09013","2008-2012","White Alone Not Hispanic or Latino","Number","Per Capita Income",36279
"Tolland County","09013","2008-2012","White Alone Not Hispanic or Latino","Number","Margins of Error",730
"Tolland County","09013","2009-2013","All","Number","Per Capita Income",34392
"Tolland County","09013","2009-2013","All","Number","Margins of Error",640
"Tolland County","09013","2009-2013","American Indian and Alaska Native Alone","Number","Per Capita Income",10215
"Tolland County","09013","2009-2013","American Indian and Alaska Native Alone","Number","Margins of Error",6578
"Tolland County","09013","2009-2013","Asian Alone","Number","Per Capita Income",26709
"Tolland County","09013","2009-2013","Asian Alone","Number","Margins of Error",4763
"Tolland County","09013","2009-2013","Black or African American Alone","Number","Per Capita Income",21513
"Tolland County","09013","2009-2013","Black or African American Alone","Number","Margins of Error",4431
"Tolland County","09013","2009-2013","Hispanic or Latino","Number","Per Capita Income",18749
"Tolland County","09013","2009-2013","Hispanic or Latino","Number","Margins of Error",3266
"Tolland County","09013","2009-2013","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Tolland County","09013","2009-2013","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Tolland County","09013","2009-2013","Some Other Race Alone","Number","Per Capita Income",13267
"Tolland County","09013","2009-2013","Some Other Race Alone","Number","Margins of Error",4217
"Tolland County","09013","2009-2013","Two or More Races","Number","Per Capita Income",20311
"Tolland County","09013","2009-2013","Two or More Races","Number","Margins of Error",6684
"Tolland County","09013","2009-2013","White Alone","Number","Per Capita Income",35758
"Tolland County","09013","2009-2013","White Alone","Number","Margins of Error",648
"Tolland County","09013","2009-2013","White Alone Not Hispanic or Latino","Number","Per Capita Income",36206
"Tolland County","09013","2009-2013","White Alone Not Hispanic or Latino","Number","Margins of Error",650
"Tolland County","09013","2010-2014","All","Number","Per Capita Income",35022
"Tolland County","09013","2010-2014","All","Number","Margins of Error",643
"Tolland County","09013","2010-2014","American Indian and Alaska Native Alone","Number","Per Capita Income",14650
"Tolland County","09013","2010-2014","American Indian and Alaska Native Alone","Number","Margins of Error",9566
"Tolland County","09013","2010-2014","Asian Alone","Number","Per Capita Income",33026
"Tolland County","09013","2010-2014","Asian Alone","Number","Margins of Error",5338
"Tolland County","09013","2010-2014","Black or African American Alone","Number","Per Capita Income",21282
"Tolland County","09013","2010-2014","Black or African American Alone","Number","Margins of Error",3304
"Tolland County","09013","2010-2014","Hispanic or Latino","Number","Per Capita Income",19877
"Tolland County","09013","2010-2014","Hispanic or Latino","Number","Margins of Error",3470
"Tolland County","09013","2010-2014","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Tolland County","09013","2010-2014","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Tolland County","09013","2010-2014","Some Other Race Alone","Number","Per Capita Income",14962
"Tolland County","09013","2010-2014","Some Other Race Alone","Number","Margins of Error",4544
"Tolland County","09013","2010-2014","Two or More Races","Number","Per Capita Income",21041
"Tolland County","09013","2010-2014","Two or More Races","Number","Margins of Error",6641
"Tolland County","09013","2010-2014","White Alone","Number","Per Capita Income",36198
"Tolland County","09013","2010-2014","White Alone","Number","Margins of Error",702
"Tolland County","09013","2010-2014","White Alone Not Hispanic or Latino","Number","Per Capita Income",36707
"Tolland County","09013","2010-2014","White Alone Not Hispanic or Latino","Number","Margins of Error",750
"Tolland County","09013","2011-2015","All","Number","Per Capita Income",35446
"Tolland County","09013","2011-2015","All","Number","Margins of Error",923
"Tolland County","09013","2011-2015","American Indian and Alaska Native Alone","Number","Per Capita Income",17181
"Tolland County","09013","2011-2015","American Indian and Alaska Native Alone","Number","Margins of Error",9732
"Tolland County","09013","2011-2015","Asian Alone","Number","Per Capita Income",29946
"Tolland County","09013","2011-2015","Asian Alone","Number","Margins of Error",4560
"Tolland County","09013","2011-2015","Black or African American Alone","Number","Per Capita Income",19857
"Tolland County","09013","2011-2015","Black or African American Alone","Number","Margins of Error",3778
"Tolland County","09013","2011-2015","Hispanic or Latino","Number","Per Capita Income",18027
"Tolland County","09013","2011-2015","Hispanic or Latino","Number","Margins of Error",1741
"Tolland County","09013","2011-2015","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Tolland County","09013","2011-2015","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Tolland County","09013","2011-2015","Some Other Race Alone","Number","Per Capita Income",17452
"Tolland County","09013","2011-2015","Some Other Race Alone","Number","Margins of Error",3888
"Tolland County","09013","2011-2015","Two or More Races","Number","Per Capita Income",18965
"Tolland County","09013","2011-2015","Two or More Races","Number","Margins of Error",6017
"Tolland County","09013","2011-2015","White Alone","Number","Per Capita Income",36935
"Tolland County","09013","2011-2015","White Alone","Number","Margins of Error",987
"Tolland County","09013","2011-2015","White Alone Not Hispanic or Latino","Number","Per Capita Income",37499
"Tolland County","09013","2011-2015","White Alone Not Hispanic or Latino","Number","Margins of Error",1006
"Tolland County","09013","2012-2016","All","Number","Per Capita Income",36364
"Tolland County","09013","2012-2016","All","Number","Margins of Error",863
"Tolland County","09013","2012-2016","American Indian and Alaska Native Alone","Number","Per Capita Income",17424
"Tolland County","09013","2012-2016","American Indian and Alaska Native Alone","Number","Margins of Error",7639
"Tolland County","09013","2012-2016","Asian Alone","Number","Per Capita Income",30769
"Tolland County","09013","2012-2016","Asian Alone","Number","Margins of Error",4184
"Tolland County","09013","2012-2016","Black or African American Alone","Number","Per Capita Income",20464
"Tolland County","09013","2012-2016","Black or African American Alone","Number","Margins of Error",3425
"Tolland County","09013","2012-2016","Hispanic or Latino","Number","Per Capita Income",18635
"Tolland County","09013","2012-2016","Hispanic or Latino","Number","Margins of Error",1798
"Tolland County","09013","2012-2016","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Tolland County","09013","2012-2016","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Tolland County","09013","2012-2016","Some Other Race Alone","Number","Per Capita Income",17661
"Tolland County","09013","2012-2016","Some Other Race Alone","Number","Margins of Error",3730
"Tolland County","09013","2012-2016","Two or More Races","Number","Per Capita Income",17947
"Tolland County","09013","2012-2016","Two or More Races","Number","Margins of Error",5281
"Tolland County","09013","2012-2016","White Alone","Number","Per Capita Income",37906
"Tolland County","09013","2012-2016","White Alone","Number","Margins of Error",912
"Tolland County","09013","2012-2016","White Alone Not Hispanic or Latino","Number","Per Capita Income",38576
"Tolland County","09013","2012-2016","White Alone Not Hispanic or Latino","Number","Margins of Error",924
"Tolland County","09013","2013-2017","All","Number","Per Capita Income",37830
"Tolland County","09013","2013-2017","All","Number","Margins of Error",868
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Number","Per Capita Income",29769
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Number","Margins of Error",21961
"Tolland County","09013","2013-2017","Asian Alone","Number","Per Capita Income",32698
"Tolland County","09013","2013-2017","Asian Alone","Number","Margins of Error",5769
"Tolland County","09013","2013-2017","Black or African American Alone","Number","Per Capita Income",18323
"Tolland County","09013","2013-2017","Black or African American Alone","Number","Margins of Error",3509
"Tolland County","09013","2013-2017","Hispanic or Latino","Number","Per Capita Income",20503
"Tolland County","09013","2013-2017","Hispanic or Latino","Number","Margins of Error",2044
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Tolland County","09013","2013-2017","Some Other Race Alone","Number","Per Capita Income",20838
"Tolland County","09013","2013-2017","Some Other Race Alone","Number","Margins of Error",3716
"Tolland County","09013","2013-2017","Two or More Races","Number","Per Capita Income",17182
"Tolland County","09013","2013-2017","Two or More Races","Number","Margins of Error",3421
"Tolland County","09013","2013-2017","White Alone","Number","Per Capita Income",39572
"Tolland County","09013","2013-2017","White Alone","Number","Margins of Error",913
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Number","Per Capita Income",40232
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Number","Margins of Error",947
"Tolland County","09013","2014-2018","All","Number","Per Capita Income",39668
"Tolland County","09013","2014-2018","All","Number","Margins of Error",957
"Tolland County","09013","2014-2018","American Indian and Alaska Native Alone","Number","Per Capita Income",45730
"Tolland County","09013","2014-2018","American Indian and Alaska Native Alone","Number","Margins of Error",18058
"Tolland County","09013","2014-2018","Asian Alone","Number","Per Capita Income",32245
"Tolland County","09013","2014-2018","Asian Alone","Number","Margins of Error",3694
"Tolland County","09013","2014-2018","Black or African American Alone","Number","Per Capita Income",22155
"Tolland County","09013","2014-2018","Black or African American Alone","Number","Margins of Error",4154
"Tolland County","09013","2014-2018","Hispanic or Latino","Number","Per Capita Income",22273
"Tolland County","09013","2014-2018","Hispanic or Latino","Number","Margins of Error",2077
"Tolland County","09013","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Tolland County","09013","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Tolland County","09013","2014-2018","Some Other Race Alone","Number","Per Capita Income",20087
"Tolland County","09013","2014-2018","Some Other Race Alone","Number","Margins of Error",3522
"Tolland County","09013","2014-2018","Two or More Races","Number","Per Capita Income",16894
"Tolland County","09013","2014-2018","Two or More Races","Number","Margins of Error",3287
"Tolland County","09013","2014-2018","White Alone","Number","Per Capita Income",41611
"Tolland County","09013","2014-2018","White Alone","Number","Margins of Error",1067
"Tolland County","09013","2014-2018","White Alone Not Hispanic or Latino","Number","Per Capita Income",42274
"Tolland County","09013","2014-2018","White Alone Not Hispanic or Latino","Number","Margins of Error",1080
"Windham County","09015","2005-2009","All","Number","Per Capita Income",25603
"Windham County","09015","2005-2009","All","Number","Margins of Error",553
"Windham County","09015","2005-2009","American Indian and Alaska Native Alone","Number","Per Capita Income",23390
"Windham County","09015","2005-2009","American Indian and Alaska Native Alone","Number","Margins of Error",10153
"Windham County","09015","2005-2009","Asian Alone","Number","Per Capita Income",23901
"Windham County","09015","2005-2009","Asian Alone","Number","Margins of Error",5466
"Windham County","09015","2005-2009","Black or African American Alone","Number","Per Capita Income",17077
"Windham County","09015","2005-2009","Black or African American Alone","Number","Margins of Error",5365
"Windham County","09015","2005-2009","Hispanic or Latino","Number","Per Capita Income",13324
"Windham County","09015","2005-2009","Hispanic or Latino","Number","Margins of Error",1753
"Windham County","09015","2005-2009","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Windham County","09015","2005-2009","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Windham County","09015","2005-2009","Some Other Race Alone","Number","Per Capita Income",11944
"Windham County","09015","2005-2009","Some Other Race Alone","Number","Margins of Error",1921
"Windham County","09015","2005-2009","Two or More Races","Number","Per Capita Income",12182
"Windham County","09015","2005-2009","Two or More Races","Number","Margins of Error",2697
"Windham County","09015","2005-2009","White Alone","Number","Per Capita Income",26835
"Windham County","09015","2005-2009","White Alone","Number","Margins of Error",582
"Windham County","09015","2005-2009","White Alone Not Hispanic or Latino","Number","Per Capita Income",27282
"Windham County","09015","2005-2009","White Alone Not Hispanic or Latino","Number","Margins of Error",582
"Windham County","09015","2006-2010","All","Number","Per Capita Income",26457
"Windham County","09015","2006-2010","All","Number","Margins of Error",519
"Windham County","09015","2006-2010","American Indian and Alaska Native Alone","Number","Per Capita Income",27734
"Windham County","09015","2006-2010","American Indian and Alaska Native Alone","Number","Margins of Error",9690
"Windham County","09015","2006-2010","Asian Alone","Number","Per Capita Income",27280
"Windham County","09015","2006-2010","Asian Alone","Number","Margins of Error",7940
"Windham County","09015","2006-2010","Black or African American Alone","Number","Per Capita Income",18408
"Windham County","09015","2006-2010","Black or African American Alone","Number","Margins of Error",3712
"Windham County","09015","2006-2010","Hispanic or Latino","Number","Per Capita Income",13729
"Windham County","09015","2006-2010","Hispanic or Latino","Number","Margins of Error",1641
"Windham County","09015","2006-2010","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Windham County","09015","2006-2010","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Windham County","09015","2006-2010","Some Other Race Alone","Number","Per Capita Income",12263
"Windham County","09015","2006-2010","Some Other Race Alone","Number","Margins of Error",1730
"Windham County","09015","2006-2010","Two or More Races","Number","Per Capita Income",12546
"Windham County","09015","2006-2010","Two or More Races","Number","Margins of Error",2542
"Windham County","09015","2006-2010","White Alone","Number","Per Capita Income",27621
"Windham County","09015","2006-2010","White Alone","Number","Margins of Error",541
"Windham County","09015","2006-2010","White Alone Not Hispanic or Latino","Number","Per Capita Income",28279
"Windham County","09015","2006-2010","White Alone Not Hispanic or Latino","Number","Margins of Error",562
"Windham County","09015","2007-2011","All","Number","Per Capita Income",27634
"Windham County","09015","2007-2011","All","Number","Margins of Error",582
"Windham County","09015","2007-2011","American Indian and Alaska Native Alone","Number","Per Capita Income",28737
"Windham County","09015","2007-2011","American Indian and Alaska Native Alone","Number","Margins of Error",9862
"Windham County","09015","2007-2011","Asian Alone","Number","Per Capita Income",23767
"Windham County","09015","2007-2011","Asian Alone","Number","Margins of Error",6355
"Windham County","09015","2007-2011","Black or African American Alone","Number","Per Capita Income",21007
"Windham County","09015","2007-2011","Black or African American Alone","Number","Margins of Error",5371
"Windham County","09015","2007-2011","Hispanic or Latino","Number","Per Capita Income",15401
"Windham County","09015","2007-2011","Hispanic or Latino","Number","Margins of Error",1877
"Windham County","09015","2007-2011","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Windham County","09015","2007-2011","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Windham County","09015","2007-2011","Some Other Race Alone","Number","Per Capita Income",13749
"Windham County","09015","2007-2011","Some Other Race Alone","Number","Margins of Error",2038
"Windham County","09015","2007-2011","Two or More Races","Number","Per Capita Income",15011
"Windham County","09015","2007-2011","Two or More Races","Number","Margins of Error",3958
"Windham County","09015","2007-2011","White Alone","Number","Per Capita Income",28666
"Windham County","09015","2007-2011","White Alone","Number","Margins of Error",609
"Windham County","09015","2007-2011","White Alone Not Hispanic or Latino","Number","Per Capita Income",29466
"Windham County","09015","2007-2011","White Alone Not Hispanic or Latino","Number","Margins of Error",618
"Windham County","09015","2008-2012","All","Number","Per Capita Income",27456
"Windham County","09015","2008-2012","All","Number","Margins of Error",571
"Windham County","09015","2008-2012","American Indian and Alaska Native Alone","Number","Per Capita Income",26356
"Windham County","09015","2008-2012","American Indian and Alaska Native Alone","Number","Margins of Error",8362
"Windham County","09015","2008-2012","Asian Alone","Number","Per Capita Income",25243
"Windham County","09015","2008-2012","Asian Alone","Number","Margins of Error",6956
"Windham County","09015","2008-2012","Black or African American Alone","Number","Per Capita Income",19675
"Windham County","09015","2008-2012","Black or African American Alone","Number","Margins of Error",3343
"Windham County","09015","2008-2012","Hispanic or Latino","Number","Per Capita Income",14233
"Windham County","09015","2008-2012","Hispanic or Latino","Number","Margins of Error",1925
"Windham County","09015","2008-2012","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Windham County","09015","2008-2012","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Windham County","09015","2008-2012","Some Other Race Alone","Number","Per Capita Income",12660
"Windham County","09015","2008-2012","Some Other Race Alone","Number","Margins of Error",3038
"Windham County","09015","2008-2012","Two or More Races","Number","Per Capita Income",13087
"Windham County","09015","2008-2012","Two or More Races","Number","Margins of Error",2661
"Windham County","09015","2008-2012","White Alone","Number","Per Capita Income",28448
"Windham County","09015","2008-2012","White Alone","Number","Margins of Error",643
"Windham County","09015","2008-2012","White Alone Not Hispanic or Latino","Number","Per Capita Income",29469
"Windham County","09015","2008-2012","White Alone Not Hispanic or Latino","Number","Margins of Error",644
"Windham County","09015","2009-2013","All","Number","Per Capita Income",27893
"Windham County","09015","2009-2013","All","Number","Margins of Error",553
"Windham County","09015","2009-2013","American Indian and Alaska Native Alone","Number","Per Capita Income",21798
"Windham County","09015","2009-2013","American Indian and Alaska Native Alone","Number","Margins of Error",10184
"Windham County","09015","2009-2013","Asian Alone","Number","Per Capita Income",27538
"Windham County","09015","2009-2013","Asian Alone","Number","Margins of Error",7851
"Windham County","09015","2009-2013","Black or African American Alone","Number","Per Capita Income",19775
"Windham County","09015","2009-2013","Black or African American Alone","Number","Margins of Error",3139
"Windham County","09015","2009-2013","Hispanic or Latino","Number","Per Capita Income",13633
"Windham County","09015","2009-2013","Hispanic or Latino","Number","Margins of Error",1653
"Windham County","09015","2009-2013","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Windham County","09015","2009-2013","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Windham County","09015","2009-2013","Some Other Race Alone","Number","Per Capita Income",13396
"Windham County","09015","2009-2013","Some Other Race Alone","Number","Margins of Error",3224
"Windham County","09015","2009-2013","Two or More Races","Number","Per Capita Income",11029
"Windham County","09015","2009-2013","Two or More Races","Number","Margins of Error",2124
"Windham County","09015","2009-2013","White Alone","Number","Per Capita Income",28992
"Windham County","09015","2009-2013","White Alone","Number","Margins of Error",588
"Windham County","09015","2009-2013","White Alone Not Hispanic or Latino","Number","Per Capita Income",30111
"Windham County","09015","2009-2013","White Alone Not Hispanic or Latino","Number","Margins of Error",587
"Windham County","09015","2010-2014","All","Number","Per Capita Income",28044
"Windham County","09015","2010-2014","All","Number","Margins of Error",717
"Windham County","09015","2010-2014","American Indian and Alaska Native Alone","Number","Per Capita Income",15760
"Windham County","09015","2010-2014","American Indian and Alaska Native Alone","Number","Margins of Error",9063
"Windham County","09015","2010-2014","Asian Alone","Number","Per Capita Income",26075
"Windham County","09015","2010-2014","Asian Alone","Number","Margins of Error",7419
"Windham County","09015","2010-2014","Black or African American Alone","Number","Per Capita Income",21821
"Windham County","09015","2010-2014","Black or African American Alone","Number","Margins of Error",4701
"Windham County","09015","2010-2014","Hispanic or Latino","Number","Per Capita Income",13990
"Windham County","09015","2010-2014","Hispanic or Latino","Number","Margins of Error",1384
"Windham County","09015","2010-2014","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Windham County","09015","2010-2014","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Windham County","09015","2010-2014","Some Other Race Alone","Number","Per Capita Income",13529
"Windham County","09015","2010-2014","Some Other Race Alone","Number","Margins of Error",2591
"Windham County","09015","2010-2014","Two or More Races","Number","Per Capita Income",13461
"Windham County","09015","2010-2014","Two or More Races","Number","Margins of Error",2424
"Windham County","09015","2010-2014","White Alone","Number","Per Capita Income",29065
"Windham County","09015","2010-2014","White Alone","Number","Margins of Error",772
"Windham County","09015","2010-2014","White Alone Not Hispanic or Latino","Number","Per Capita Income",30193
"Windham County","09015","2010-2014","White Alone Not Hispanic or Latino","Number","Margins of Error",804
"Windham County","09015","2011-2015","All","Number","Per Capita Income",28140
"Windham County","09015","2011-2015","All","Number","Margins of Error",610
"Windham County","09015","2011-2015","American Indian and Alaska Native Alone","Number","Per Capita Income",14349
"Windham County","09015","2011-2015","American Indian and Alaska Native Alone","Number","Margins of Error",6562
"Windham County","09015","2011-2015","Asian Alone","Number","Per Capita Income",22378
"Windham County","09015","2011-2015","Asian Alone","Number","Margins of Error",5183
"Windham County","09015","2011-2015","Black or African American Alone","Number","Per Capita Income",21269
"Windham County","09015","2011-2015","Black or African American Alone","Number","Margins of Error",4403
"Windham County","09015","2011-2015","Hispanic or Latino","Number","Per Capita Income",14466
"Windham County","09015","2011-2015","Hispanic or Latino","Number","Margins of Error",1682
"Windham County","09015","2011-2015","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Windham County","09015","2011-2015","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Windham County","09015","2011-2015","Some Other Race Alone","Number","Per Capita Income",14577
"Windham County","09015","2011-2015","Some Other Race Alone","Number","Margins of Error",2947
"Windham County","09015","2011-2015","Two or More Races","Number","Per Capita Income",13795
"Windham County","09015","2011-2015","Two or More Races","Number","Margins of Error",2393
"Windham County","09015","2011-2015","White Alone","Number","Per Capita Income",29352
"Windham County","09015","2011-2015","White Alone","Number","Margins of Error",679
"Windham County","09015","2011-2015","White Alone Not Hispanic or Latino","Number","Per Capita Income",30381
"Windham County","09015","2011-2015","White Alone Not Hispanic or Latino","Number","Margins of Error",687
"Windham County","09015","2012-2016","All","Number","Per Capita Income",28663
"Windham County","09015","2012-2016","All","Number","Margins of Error",615
"Windham County","09015","2012-2016","American Indian and Alaska Native Alone","Number","Per Capita Income",12451
"Windham County","09015","2012-2016","American Indian and Alaska Native Alone","Number","Margins of Error",4803
"Windham County","09015","2012-2016","Asian Alone","Number","Per Capita Income",23656
"Windham County","09015","2012-2016","Asian Alone","Number","Margins of Error",6337
"Windham County","09015","2012-2016","Black or African American Alone","Number","Per Capita Income",18667
"Windham County","09015","2012-2016","Black or African American Alone","Number","Margins of Error",4632
"Windham County","09015","2012-2016","Hispanic or Latino","Number","Per Capita Income",13557
"Windham County","09015","2012-2016","Hispanic or Latino","Number","Margins of Error",1211
"Windham County","09015","2012-2016","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Windham County","09015","2012-2016","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Windham County","09015","2012-2016","Some Other Race Alone","Number","Per Capita Income",13096
"Windham County","09015","2012-2016","Some Other Race Alone","Number","Margins of Error",2074
"Windham County","09015","2012-2016","Two or More Races","Number","Per Capita Income",14437
"Windham County","09015","2012-2016","Two or More Races","Number","Margins of Error",2488
"Windham County","09015","2012-2016","White Alone","Number","Per Capita Income",30084
"Windham County","09015","2012-2016","White Alone","Number","Margins of Error",697
"Windham County","09015","2012-2016","White Alone Not Hispanic or Latino","Number","Per Capita Income",31195
"Windham County","09015","2012-2016","White Alone Not Hispanic or Latino","Number","Margins of Error",696
"Windham County","09015","2013-2017","All","Number","Per Capita Income",29993
"Windham County","09015","2013-2017","All","Number","Margins of Error",690
"Windham County","09015","2013-2017","American Indian and Alaska Native Alone","Number","Per Capita Income",13280
"Windham County","09015","2013-2017","American Indian and Alaska Native Alone","Number","Margins of Error",4521
"Windham County","09015","2013-2017","Asian Alone","Number","Per Capita Income",22531
"Windham County","09015","2013-2017","Asian Alone","Number","Margins of Error",9099
"Windham County","09015","2013-2017","Black or African American Alone","Number","Per Capita Income",18011
"Windham County","09015","2013-2017","Black or African American Alone","Number","Margins of Error",5210
"Windham County","09015","2013-2017","Hispanic or Latino","Number","Per Capita Income",14968
"Windham County","09015","2013-2017","Hispanic or Latino","Number","Margins of Error",1097
"Windham County","09015","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Windham County","09015","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Windham County","09015","2013-2017","Some Other Race Alone","Number","Per Capita Income",13003
"Windham County","09015","2013-2017","Some Other Race Alone","Number","Margins of Error",2584
"Windham County","09015","2013-2017","Two or More Races","Number","Per Capita Income",16160
"Windham County","09015","2013-2017","Two or More Races","Number","Margins of Error",2764
