"County","FIPS","Year","Race/Ethnicity","Age","Poverty Status","Measure Type","Variable","Value"
"Connecticut","09","2006-2010","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Number","Poverty Status",131881
"Connecticut","09","2006-2010","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Number","Margins of Error",4023
"Connecticut","09","2006-2010","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Percent","Poverty Status",5.29
"Connecticut","09","2006-2010","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Percent","Margins of Error",0.16
"Connecticut","09","2006-2010","White Alone Not Hispanic or Latino","Total","Poverty Status Determined","Number","Poverty Status",2493653
"Connecticut","09","2006-2010","White Alone Not Hispanic or Latino","Total","Poverty Status Determined","Number","Margins of Error",1550
"Connecticut","09","2006-2010","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Number","Poverty Status",25368
"Connecticut","09","2006-2010","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Number","Margins of Error",1222.84
"Connecticut","09","2006-2010","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Percent","Poverty Status",4.92
"Connecticut","09","2006-2010","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Percent","Margins of Error",0.23
"Connecticut","09","2006-2010","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Number","Poverty Status",515883
"Connecticut","09","2006-2010","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Number","Margins of Error",3305.91
"Connecticut","09","2006-2010","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Poverty Status",20.69
"Connecticut","09","2006-2010","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Margins of Error",0.13
"Connecticut","09","2007-2011","All","Total","Below Poverty Level","Number","Poverty Status",326771
"Connecticut","09","2007-2011","All","Total","Below Poverty Level","Number","Margins of Error",6222
"Connecticut","09","2007-2011","All","Total","Below Poverty Level","Percent","Poverty Status",9.48
"Connecticut","09","2007-2011","All","Total","Below Poverty Level","Percent","Margins of Error",0.18
"Connecticut","09","2007-2011","All","Total","Poverty Status Determined","Number","Poverty Status",3448191
"Connecticut","09","2007-2011","All","Total","Poverty Status Determined","Number","Margins of Error",768
"Connecticut","09","2007-2011","All","Under 18","Below Poverty Level","Number","Poverty Status",102381
"Connecticut","09","2007-2011","All","Under 18","Below Poverty Level","Number","Margins of Error",2402.59
"Connecticut","09","2007-2011","All","Under 18","Below Poverty Level","Percent","Poverty Status",12.64
"Connecticut","09","2007-2011","All","Under 18","Below Poverty Level","Percent","Margins of Error",0.29
"Connecticut","09","2007-2011","All","Under 18","Poverty Status Determined","Number","Poverty Status",810097
"Connecticut","09","2007-2011","All","Under 18","Poverty Status Determined","Number","Margins of Error",4492.62
"Connecticut","09","2007-2011","All","Under 18","Poverty Status Determined","Percent","Poverty Status",23.49
"Connecticut","09","2007-2011","All","Under 18","Poverty Status Determined","Percent","Margins of Error",0.13
"Connecticut","09","2007-2011","American Indian and Alaska Native Alone","Total","Below Poverty Level","Number","Poverty Status",1504
"Connecticut","09","2007-2011","American Indian and Alaska Native Alone","Total","Below Poverty Level","Number","Margins of Error",386
"Connecticut","09","2007-2011","American Indian and Alaska Native Alone","Total","Below Poverty Level","Percent","Poverty Status",19.85
"Connecticut","09","2007-2011","American Indian and Alaska Native Alone","Total","Below Poverty Level","Percent","Margins of Error",4.52
"Connecticut","09","2007-2011","American Indian and Alaska Native Alone","Total","Poverty Status Determined","Number","Poverty Status",7578
"Connecticut","09","2007-2011","American Indian and Alaska Native Alone","Total","Poverty Status Determined","Number","Margins of Error",899
"Connecticut","09","2007-2011","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Number","Poverty Status",466
"Connecticut","09","2007-2011","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Number","Margins of Error",219.18
"Connecticut","09","2007-2011","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Percent","Poverty Status",23.22
"Connecticut","09","2007-2011","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Percent","Margins of Error",10.09
"Connecticut","09","2007-2011","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Number","Poverty Status",2007
"Connecticut","09","2007-2011","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Number","Margins of Error",360.95
"Connecticut","09","2007-2011","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",26.48
"Connecticut","09","2007-2011","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",3.58
"Connecticut","09","2007-2011","Asian Alone","Total","Below Poverty Level","Number","Poverty Status",10020
"Connecticut","09","2007-2011","Asian Alone","Total","Below Poverty Level","Number","Margins of Error",1245
"Connecticut","09","2007-2011","Asian Alone","Total","Below Poverty Level","Percent","Poverty Status",7.78
"Connecticut","09","2007-2011","Asian Alone","Total","Below Poverty Level","Percent","Margins of Error",0.96
"Connecticut","09","2007-2011","Asian Alone","Total","Poverty Status Determined","Number","Poverty Status",128737
"Connecticut","09","2007-2011","Asian Alone","Total","Poverty Status Determined","Number","Margins of Error",1349
"Connecticut","09","2007-2011","Asian Alone","Under 18","Below Poverty Level","Number","Poverty Status",2391
"Connecticut","09","2007-2011","Asian Alone","Under 18","Below Poverty Level","Number","Margins of Error",372.96
"Connecticut","09","2007-2011","Asian Alone","Under 18","Below Poverty Level","Percent","Poverty Status",7.02
"Connecticut","09","2007-2011","Asian Alone","Under 18","Below Poverty Level","Percent","Margins of Error",1.08
"Connecticut","09","2007-2011","Asian Alone","Under 18","Poverty Status Determined","Number","Poverty Status",34062
"Connecticut","09","2007-2011","Asian Alone","Under 18","Poverty Status Determined","Number","Margins of Error",927.33
"Connecticut","09","2007-2011","Asian Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",26.46
"Connecticut","09","2007-2011","Asian Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",0.66
"Connecticut","09","2007-2011","Black or African American Alone","Total","Below Poverty Level","Number","Poverty Status",67676
"Connecticut","09","2007-2011","Black or African American Alone","Total","Below Poverty Level","Number","Margins of Error",3169
"Connecticut","09","2007-2011","Black or African American Alone","Total","Below Poverty Level","Percent","Poverty Status",20.41
"Connecticut","09","2007-2011","Black or African American Alone","Total","Below Poverty Level","Percent","Margins of Error",0.94
"Connecticut","09","2007-2011","Black or African American Alone","Total","Poverty Status Determined","Number","Poverty Status",331587
"Connecticut","09","2007-2011","Black or African American Alone","Total","Poverty Status Determined","Number","Margins of Error",2623
"Connecticut","09","2007-2011","Black or African American Alone","Under 18","Below Poverty Level","Number","Poverty Status",26136
"Connecticut","09","2007-2011","Black or African American Alone","Under 18","Below Poverty Level","Number","Margins of Error",1252.86
"Connecticut","09","2007-2011","Black or African American Alone","Under 18","Below Poverty Level","Percent","Poverty Status",27.67
"Connecticut","09","2007-2011","Black or African American Alone","Under 18","Below Poverty Level","Percent","Margins of Error",1.18
"Connecticut","09","2007-2011","Black or African American Alone","Under 18","Poverty Status Determined","Number","Poverty Status",94444
"Connecticut","09","2007-2011","Black or African American Alone","Under 18","Poverty Status Determined","Number","Margins of Error",2062.49
"Connecticut","09","2007-2011","Black or African American Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",28.48
"Connecticut","09","2007-2011","Black or African American Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",0.58
"Connecticut","09","2007-2011","Hispanic or Latino","Total","Below Poverty Level","Number","Poverty Status",110895
"Connecticut","09","2007-2011","Hispanic or Latino","Total","Below Poverty Level","Number","Margins of Error",3844
"Connecticut","09","2007-2011","Hispanic or Latino","Total","Below Poverty Level","Percent","Poverty Status",24.66
"Connecticut","09","2007-2011","Hispanic or Latino","Total","Below Poverty Level","Percent","Margins of Error",0.85
"Connecticut","09","2007-2011","Hispanic or Latino","Total","Poverty Status Determined","Number","Poverty Status",449691
"Connecticut","09","2007-2011","Hispanic or Latino","Total","Poverty Status Determined","Number","Margins of Error",816
"Connecticut","09","2007-2011","Hispanic or Latino","Under 18","Below Poverty Level","Number","Poverty Status",47302
"Connecticut","09","2007-2011","Hispanic or Latino","Under 18","Below Poverty Level","Number","Margins of Error",1574.36
"Connecticut","09","2007-2011","Hispanic or Latino","Under 18","Below Poverty Level","Percent","Poverty Status",31.1
"Connecticut","09","2007-2011","Hispanic or Latino","Under 18","Below Poverty Level","Percent","Margins of Error",0.9
"Connecticut","09","2007-2011","Hispanic or Latino","Under 18","Poverty Status Determined","Number","Poverty Status",152117
"Connecticut","09","2007-2011","Hispanic or Latino","Under 18","Poverty Status Determined","Number","Margins of Error",2465.35
"Connecticut","09","2007-2011","Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Poverty Status",33.83
"Connecticut","09","2007-2011","Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Margins of Error",0.54
"Connecticut","09","2007-2011","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Number","Poverty Status",89
"Connecticut","09","2007-2011","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Number","Margins of Error",105
"Connecticut","09","2007-2011","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Percent","Poverty Status",7.02
"Connecticut","09","2007-2011","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Percent","Margins of Error",8.24
"Connecticut","09","2007-2011","Native Hawaiian and Other Pacific Islander","Total","Poverty Status Determined","Number","Poverty Status",1268
"Connecticut","09","2007-2011","Native Hawaiian and Other Pacific Islander","Total","Poverty Status Determined","Number","Margins of Error",152
"Connecticut","09","2007-2011","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Number","Poverty Status",0
"Connecticut","09","2007-2011","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Number","Margins of Error",318.7
"Connecticut","09","2007-2011","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Percent","Poverty Status",0
"Connecticut","09","2007-2011","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Percent","Margins of Error",90.54
"Connecticut","09","2007-2011","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Number","Poverty Status",352
"Connecticut","09","2007-2011","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Number","Margins of Error",398.15
